"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"6178","yes",-1.655292,-2.078431,NA,0.638323,0,NA,-88.2,3,-1.7,-88.3,2,-1.7,0.1,1,0,0.3,1.3,0.3,2.3,0.4,-88.3,0,32.6572,94.5944,172.9062,-5.8843,303.3205,45.6143,3434.8219,-1.68602,-1.04776,-0.91934,-0.09454,-0.44472,0.01191,15.2,120,40,-29.1,-68.6,19,44.3,188.6,21,-1.4744,-0.2455,NA,-0.2632,-0.4182,NA,101.8,146.6,-1.5,-46.8,-41.9,-1.5,148.63,188.59,0,25,64.1747,-7.4322,3821.4508,39.2367,2720.0498,56.6559,2625.4806,-1.2199,0.3039,NA,0.3326,-1.0494,NA,23.9,112,-1.2,15.3,8.9,-1.2,8.6,103.12,0,36,9.4399,-97.59259,21557.56674,18.89074,7.43897,84.14593,762.76159,"B"
"6515","yes",0.184818,1.917907,NA,-0.550914,1.954397,NA,-92.3,4,0.2,-92.6,3,0.2,0.3,1,0,0.1,1.4,0.1,5.8,0.6,-92.4,0.01,65.8841,73.8526,13.4826,-5.1234,463.0895,77.3816,806.0605,-1.6111,-1.12466,-1.47658,-0.20752,-0.53702,-0.49017,19.8,108,33,-39.1,21.9,12,58.9,86.1,21,-0.5278,0.6904,NA,-0.043,0.5816,NA,79.1,21.5,-0.5,10.7,-8.3,-0.5,68.37,29.76,0,14,8.857,109.9949,268.3139,45.5844,333.0397,4.8147,47.6895,-1.2678,0.6086,NA,-0.4205,-1.5417,NA,86.8,133,-1.3,-25.3,-41.5,-1.3,112.1,174.5,0,32,60.85704,55.58447,4696.74932,41.38579,1369.32237,95.19447,4024.86246,"B"
"6542","yes",-1.219362,-0.477443,NA,0.143771,1.241064,NA,-92.4,4,-1.2,-92.7,3,-1.2,0.3,1,0,0.2,1.3,0.1,6.9,0.5,-92.6,0.01,52.7299,99.3155,576.8508,-36.6562,319.4943,17.3845,1943.0987,-0.41972,-1.44727,-0.88274,1.0402,0.18677,0.36282,3.7,89.4,38,-52.6,-42,13,56.31,131.4,25,1.3182,0.2015,NA,-0.381,0.9511,NA,83.7,128.4,1.3,-95.5,-56.5,1.3,179.17,184.91,0,4,16.6122,60.0371,10249.9668,3.3371,965.9448,20.7336,1948.0393,-1.3363,-0.9271,NA,-0.4099,-1.0143,NA,87.5,129,-1.3,-32.8,-44.8,-1.3,120.3,173.8,0,41,36.7441,43.36379,6785.00621,36.96828,1565.05463,76.6781,4877.85767,"B"
"6608","yes",-0.262453,2.777851,NA,0.138543,-2.156553,NA,-92.6,3,-0.3,-92.9,2,-0.3,0.3,1,0,0.1,1.4,0.1,6.9,0.1,-92.8,0.01,84.3023,100.3558,666.4992,-48.3163,100.4723,-0.0188,1279.6951,-0.64958,-1.23874,-1.41687,0.88909,0.45688,-0.10843,-25.4,66.4,37,-58.3,-42.7,9,32.9,109.1,28,-1.6345,-0.3141,NA,0.1168,0.2432,NA,95.6,35.5,-1.6,-6.1,-14.1,-1.6,101.66,49.62,0,3,29.3045,104.2091,708.3074,45.6189,1106.9777,13.5328,124.1951,-0.0567,-0.6452,NA,1.1372,-0.3678,NA,-24.8,111,-0.1,-26.3,108,-0.1,1.5,3,0,38,0.24474,116.72093,0.20598,-25.82791,0.20254,109.88372,0.81949,"B"
"6632","yes",-2.081633,4.749376,NA,1.029951,0.752979,NA,-92.8,4,-2.1,-92.8,2,-2.1,0,2,0,0.1,1.1,0,6.5,0.3,-92.8,0,54.167,71.8288,169.4299,-10.0963,848.3091,72.5542,1078.5858,-1.30833,-0.43473,-1.59695,-0.48472,-0.76512,-0.10155,21.4,109,33,-58.3,-4,12,79.7,112.99,21,1.784,0.1854,NA,0.486,-0.289,NA,95.5,131,1.8,-64.4,-132.6,1.8,159.88,263.6,0,7,2.3692,6.1734,10730.1683,-7.069,865.2996,27.1182,3095.6207,8.8039,1.1119,NA,2.6579,0.9766,NA,-19.2,120,8.8,-26.2,112,8.8,7,8,0,43,1.56259,114.84615,0.95626,-25.03654,1.72119,114.34615,3.64253,"B"
"6662","yes",-1.43045,0.708793,NA,0.790583,1.638133,NA,-92.6,4,-1.4,-92.7,3,-1.4,0.1,1,0,0.2,1.3,0,7,0,-92.7,0,39.2881,85.6,610.6623,-29.1294,758.8933,38.8928,2227.2993,-1.5618,-1.35927,-1.08496,0.31798,-0.30676,-0.13785,15.8,102,35,-58.2,-40.5,13,74,142.5,22,-0.5543,0.4819,NA,0.1189,-0.659,NA,32.3,55.9,-0.6,-49.4,-117.8,-0.6,81.64,173.66,0,4,14.4753,-6.6749,15321.0147,-7.5065,382.7482,-6.6542,1397.8958,-1.2398,-1.1461,NA,-0.1904,-0.6711,NA,82,179,-1.2,-22.2,-154,-1.2,104.2,333,0,45,71.27286,38.83019,13016.48984,31.04547,1144.84414,58.06981,8510.81638,"B"
"6704","yes",2.434548,6.235912,NA,-2.078001,-2.816699,NA,-92.7,3,2.4,-92.8,2,2.4,0.1,1,0,0.1,1.4,0.1,6.4,0.2,-92.7,0,0,70.6073,0.0117,16.4,0.067,112.0732,0.5195,-0.6815,-1.00091,NA,-0.68196,-0.11073,NA,16.7,113,33,15.8,111,33,0.9,2,0,-0.9526,0.3951,NA,0.5589,0.0278,NA,94.9,45,-1,2.7,-11.2,-1,92.15,56.21,0,4,28.0756,108.7169,492.4546,39.4174,781.6256,18.021,150.0868,-0.9532,-1.71,NA,-0.3497,-0.2628,NA,69,172,-1,0.2,-177,-1,68.84,349,0,39,32.25244,22.73171,18631.40122,40.55537,425.30847,24.00244,13615.37374,"B"
"6757","yes",-0.169891,3.06245,NA,-0.408574,0.128904,NA,-92.7,4,-0.2,-93.1,2,-0.2,0.4,2,0,0.2,1.5,0.1,6,0.2,-92.8,0.01,32.1741,89.4647,483.5935,-13.5953,487.678,53.0816,2344.5889,-1.59943,-0.57934,-0.65243,-0.32221,-0.81952,-0.25842,11.8,103,36,-45.4,-54.4,14,57.2,157.4,22,-0.6794,-0.0402,NA,-0.1659,-1.079,NA,73,35.7,-0.7,-61.5,-129.8,-0.7,134.59,165.48,0,4,27.3749,59.685,8430.97,16.794,1276.7277,-12.5007,1668.9904,-0.9169,5.2144,NA,0.5506,-2.5189,NA,47.6,177,-0.9,-5.9,-177,-0.9,53.46,354,0,24,44.8549,142.31373,110.33961,14.63627,292.48379,90.6,7562.326,"B"
"6866","yes",-0.69466,2.362858,NA,-0.270317,-1.111747,NA,-93,4,-0.7,-93.2,2,-0.7,0.2,2,0,0.2,1.8,0,7.3,0.4,-93.1,0,48.7193,73.8891,13.7557,0.3422,351.444,78.1391,531.8509,-0.54117,-0.80035,-1.26286,-0.86804,-0.63828,-0.60561,19,104,34,-41.3,26.2,12,60.3,77.8,22,-0.9662,2.2688,NA,-0.3507,1.5446,NA,66,98.3,-1,2.5,13.5,-1,63.5,84.81,0,6,13.7082,99.7859,183.1042,37.1918,373.1258,34.2006,471.1147,-1.7677,-0.93,NA,0.1506,-0.9171,NA,44.1,176,-1.8,-6.4,-178,-1.8,50.46,354,0,26,65.88841,91.78261,14498.30725,17.25935,417.66468,42.89565,13758.98576,"B"
"6897","yes",-1.080697,-1.191153,NA,0.009746,0.921421,NA,-91.3,3,-1.1,-92.3,2,-1.1,1,1,0,0.2,1.5,0,6.1,0.2,-91.8,0.09,50.4011,92.5066,602.4696,-13.6374,625.7655,45.0077,3536.4741,-1.60362,-0.63191,-0.70687,-0.17793,-0.78767,0.08376,16.9,108,42,-49.8,-81,14,66.7,189,28,0.2909,1.2842,NA,0.326,0.6792,NA,23.9,130.5,0.3,4.5,108.7,0.3,19.31,21.78,0,7,0.3098,35.1983,17.6811,12.5548,14.9427,119.2773,14.9112,-1.4616,-0.1588,NA,0.2709,-1.2575,NA,49.7,175,-1.5,-5.9,-179,-1.5,55.59,354,0,26,54.0388,101.42623,10936.6153,18.87164,406.81471,58.11311,11869.94483,"B"
"6915","yes",-1.089855,-0.109078,NA,-0.389102,-1.379233,NA,-90.5,3,-1.1,-91.3,2,-1.1,0.8,1,0,0.2,0.8,0,5.7,0.1,-90.8,0.05,65.5978,81.2097,257.5122,-25.0239,445.9077,41.6955,1892.2755,-1.28339,-1.08842,-1.51565,0.44424,-0.3337,-0.13332,11.8,102,32,-49.5,-40.8,10,61.3,142.8,22,-0.6819,-0.8864,NA,-0.4921,-0.1312,NA,21.2,130.4,-0.7,8.2,111.2,-0.7,12.97,19.27,0,7,0.1978,32.3319,29.2421,15.4351,11.7115,120.7882,26.2452,-0.9777,0.6482,NA,0.55,-1.1736,NA,51.5,-62.9,-1,25.9,-135,-1,25.6,72.1,0,24,25.36989,-154,82.13333,35.51935,67.54895,-82.88065,395.44095,"B"
"6945","yes",-0.735434,0.222828,NA,0.188083,-0.298575,NA,-90,4,-0.7,-90.5,2,-0.7,0.5,2,0,0.3,0.8,0.1,3.6,1.8,-90.3,0.02,109.0825,118.8475,991.8685,-30.6338,236.3524,-10.4154,3893.8575,-0.5436,-1.56205,-1.09273,0.78969,0.27026,0.34012,2.6,91.1,49,-48.4,-83.3,14,51.04,174.4,35,2.4105,0.5048,NA,-1.1056,0.698,NA,22.4,152,2.4,-7.1,116,2.4,29.48,36.01,0,6,0.9464,18.1693,255.0509,11.61,29.599,130.7304,59.0116,-1.1657,5.9493,NA,0.4157,-2.5254,NA,53,178,-1.2,-13.8,-176,-1.2,66.8,354,0,31,53.38689,146.32787,74.19071,12.3782,468.4392,94.65738,6714.95949,"B"
"6957","yes",4.983706,-2.075095,NA,-0.240359,0.079286,NA,-88.1,5,5,-88.3,4,5,0.2,1,0,0.2,0.7,0,4.5,0.2,-88.2,0,21.3905,0,0,0,0,0,0,NA,NA,-1.28424,NA,NA,0.12933,0,0,33,0,0,15,0,0,18,-0.0452,-0.4744,NA,-0.3428,-0.4428,NA,-34.9,-68,0,-59.2,-85.2,0,24.32,17.17,0,33,1.7,64.5718,24.5562,-42.3213,12.1226,-75.3081,11.6602,-1.6029,3.937,NA,0.0975,-2.0872,NA,55.2,179,-1.6,-33,-178,-1.6,88.2,357,0,34,4.3619,129.09524,36.89048,-25.51524,63.80328,75.95238,73.67862,"B"
"6984","yes",-0.605901,-1.318652,NA,0.614605,0.867044,NA,-88,5,-0.6,-88.6,4,-0.6,0.6,1,0,0.2,0.9,0,3.3,0.9,-88.4,0.03,26.5115,0,0,0,0,0,0,NA,NA,0.9834,NA,NA,-1.25408,0,0,40,0,0,20,0,0,20,0.4211,-0.8906,NA,-0.8769,0.2659,NA,-37,-65.9,0.4,-53.8,-82.7,0.4,16.82,16.76,0,29,1.8677,64.6813,9.3742,-43.036,17.5374,-74.6628,19.4101,-0.6549,2.0655,NA,-0.3957,-1.6497,NA,-30.1,85.6,-0.7,-32.3,71.6,-0.7,2.2,14,0,31,0.66937,130.82051,2.94062,-30.94872,0.31993,82.02051,12.16799,"B"
"7001","yes",-1.291123,1.7257,NA,-0.030114,1.038014,NA,-87.9,5,-1.3,-88.5,3,-1.3,0.6,2,0,0.2,1,0,3.9,2.5,-88.2,0.04,22.7715,0,0,0,0,0,0,NA,NA,0.69328,NA,NA,-0.45903,0,0,44,0,0,23,0,0,21,0.8682,1.156,NA,0.5554,0.7556,NA,-49.4,-70.8,0.9,-52.5,-76.7,0.9,3.18,5.91,0,29,0.0611,57.8176,1.8075,-51.2285,0.3903,-74.6331,1.4469,-1.6322,-0.2428,NA,0.3666,-1.1663,NA,57,176,-1.6,-34.4,-178,-1.6,91.4,354,0,38,71.88344,104.02128,7443.80389,2.42915,1354.29063,56.39787,12071.40673,"B"
"7068","yes",-0.915614,-0.978281,NA,-0.51165,1.032104,NA,-87.7,5,-0.9,-88.4,4,-0.9,0.7,1,0,0.2,0.8,0.1,4.5,4.3,-88,0.05,0.1582,0,0,0,0,0,0,NA,NA,0.65132,NA,NA,-1.62032,0,0,36,0,0,35,0,0,1,-0.7664,-0.7527,NA,-0.2419,0.2289,NA,-15.3,-41.6,-0.8,-44.9,-69.2,-0.8,29.53,27.68,0,32,3.1952,91.1386,27.4975,-28.297,63.8975,-56.9786,43.7643,1.7542,-1.4842,NA,-1.6543,0.643,NA,45.6,177,1.8,-0.7,-177,1.8,46.31,354,0,21,101.68085,59.34043,21189.96855,35.12723,156.08451,-35.62128,17994.82084,"B"
"7095","yes",-1.389537,-1.18167,NA,0.212329,0.153059,NA,-87.7,5,-1.4,-88.3,3,-1.4,0.6,2,0,0.3,0.8,0.1,4.3,1.2,-88,0.03,61.3798,0,0,0,0,0,0,NA,NA,0.22881,NA,NA,0.01109,0,0,50,0,0,18,0,0,32,-0.5152,-0.5513,NA,0.5943,0.4425,NA,-18.6,-45.6,-0.5,-59,-82.2,-0.5,40.35,36.57,0,30,4.5169,72.4756,236.1154,-43.576,117.0803,-65.3249,86.4668,-1.6089,-0.2906,NA,0.124,-1.1027,NA,39.9,177,-1.6,-10.7,-176,-1.6,50.6,353,0,37,66.98743,115.65574,7586.29617,11.7782,336.28772,48.86721,11036.57057,"B"
"7120","yes",-1.34304,-0.954331,NA,-0.137461,0.174149,NA,-87.7,5,-1.3,-88.2,3,-1.3,0.5,2,0,0.3,0.7,0.1,4.7,0.9,-87.9,0.03,66.0739,0,0,0,0,0,0,NA,NA,-0.69535,NA,NA,-0.20014,0,0,49,0,0,17,0,0,32,-1.2827,0.2312,NA,-0.0563,-1.1239,NA,-15,-50.5,-1.3,-59,-84.2,-1.3,44.06,33.72,0,30,3.4961,81.6507,272.5359,-34.9555,182.2702,-61.6957,78.0747,-1.5145,-1.5822,NA,-0.2723,-0.3577,NA,44.6,175,-1.5,-10,-174,-1.5,54.6,349,0,39,68.35169,69,18527.2,18.6337,388.17074,15.3087,12859.18214,"B"
"7139","yes",-1.244164,1.445905,NA,-0.323597,0.550599,NA,-87.6,5,-1.2,-88.1,3,-1.2,0.5,2,0,0.2,1,0,3.4,1.5,-87.8,0.03,104.3919,0,0,0,0,0,0,NA,NA,-0.89535,NA,NA,0.30077,0,0,55,0,0,21,0,0,34,-0.1486,-1.2134,NA,1.0061,0.1645,NA,-18.3,-44.3,-0.1,-54.7,-82.3,-0.1,36.43,38.08,0,32,3.5828,71.2256,268.771,-43.6225,108.3576,-66.4607,121.0928,-0.8241,-1.794,NA,-0.8804,0.2717,NA,38.5,178,-0.8,-10,-176,-0.8,48.46,354,0,27,90.77071,156.68889,204.62828,22.52956,280.63145,-19.53778,16104.0924,"B"
"7179","yes",-1.124086,-0.611481,NA,0.128158,-0.017954,NA,-87.5,5,-1.1,-87.9,3,-1.1,0.4,2,0,0.3,0.6,0,4.1,1.1,-87.7,0.02,41.2294,0,0,0,0,0,0,NA,NA,-0.34569,NA,NA,-0.84062,0,0,43,0,0,20,0,0,23,0.2073,0.8251,NA,1.0193,1.0922,NA,-23.5,-35.2,0.2,-59.7,-77.5,0.2,36.24,42.37,0,27,3.3719,71.1364,229.5358,-46.933,91.0618,-64.2882,91.9147,-1.8786,-1.527,NA,-0.0013,-0.35,NA,27.1,178,-1.9,-1.3,-175,-1.9,28.43,353,0,46,90.74838,155.53191,134.73265,13.08213,146.27829,13.24894,13162.27125,"B"
"7274","yes",-1.245367,-0.154698,NA,-0.056328,-0.04357,NA,-86.9,5,-1.2,-87.4,3,-1.2,0.5,2,0,0.3,0.8,0,2.2,2.8,-87.2,0.03,63.0677,0,0,0,0,0,0,NA,NA,0.18166,NA,NA,0.41321,0,0,55,0,0,21,0,0,34,-1.085,-0.5505,NA,0.2513,-0.1083,NA,-16.1,-36.7,-1.1,-60.7,-84.6,-1.1,44.56,47.89,0,34,6.9192,82.131,311.5537,-37.8804,162.6026,-59.1254,133.8168,-1.1728,-1.6799,NA,-0.686,-0.224,NA,23.7,175,-1.2,8.3,-178,-1.2,15.45,353,0,39,107.10909,158.22222,67.67677,17.59378,27.49795,5.19111,13724.34856,"B"
"7302","yes",-0.30874,9.296951,NA,0.44202,-3.308673,NA,-88.1,5,-0.3,-88.4,4,-0.3,0.3,1,0,0.1,-0.2,0,5,0.1,-88.3,0.01,100.9216,0,0,0,0,0,0,NA,NA,-1.20952,NA,NA,0.19168,0,0,52,0,0,19,0,0,33,-0.9849,-0.8028,NA,-0.5823,-0.3672,NA,-14.7,-34.4,-1,-54.7,-77.4,-1,39.97,42.99,0,29,7.2061,91.1177,205.4711,-31.6653,129.6261,-54.3458,117.7216,-1.2475,8.8271,NA,0.6237,-2.6912,NA,26.2,178,-1.2,6.8,-172,-1.2,19.42,350,0,31,30.59289,156.71698,20.43759,13.75717,49.96174,80.28491,4397.09323,"B"
"7324","yes",-1.074811,10.076,NA,-0.285521,-3.40387,NA,169,18,-1.1,167,17,-1.1,2,1,0,0.1,125,0,-44.1,0.2,168.2,0.55,36.9488,50.9122,32.9121,10.5205,855.0789,12.6707,186.6035,-1.47973,-0.70862,-0.59112,-0.19651,-0.4724,-0.28432,51.3,33.6,24,-32.2,-15.4,2,83.5,49,22,1.0017,-1.0558,NA,1.1853,0.6654,NA,-11.8,-48.7,1,-39.2,-110.4,1,27.37,61.74,0,18,2.011,61.5044,474.3313,-28.9565,40.1523,-85.9511,343.1611,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,7.15976,0,0,0,0,0,0,"B"
"7363","yes",-1.390647,48,NA,-0.318272,-6.928203,NA,166,18,-1.4,164,17,-1.4,2,1,0,0,126.2,0.1,-43.2,0.1,165.2,0.65,4.9996,-109.1979,556.4564,63.6,23.5264,14.5,26653.1915,-0.44063,-2.03209,-0.88068,-0.42475,-0.11609,-0.88022,71.3,179,31,51.1,-180,24,20.2,359,7,-0.8449,1.1672,NA,-0.2099,1.0177,NA,-27.2,-61,-0.8,-33,-106.2,-0.8,5.8,45.19,0,17,0.3293,56.2207,110.8654,-29.5422,2.4361,-91.5506,95.6568,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,36,0.49956,0,0,0,0,0,0,"B"
"7496","yes",7.004355,44,NA,-2.9475,-6.63325,NA,164,18,7,163,17,7,1,1,0,0,127,0,-43.6,0,163.9,0.08,243.046,-29.215,3599.9623,-55.2648,925.995,28.3132,2960.4557,-0.84417,-1.724,-1.49701,0.80582,0.4699,-0.49797,8.5,106,44,-84.6,-19.2,3,93.12,125.2,41,-1.1912,-1.2919,NA,-0.6565,-0.5118,NA,27.7,-28.7,-1.2,-21.8,-48.3,-1.2,49.47,19.59,0,19,4.1438,115.0085,17.365,11.2846,253.4991,-36.6314,39.1129,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,31,79.58721,0,0,0,0,0,0,"B"
"7520","yes",0.240453,40,NA,-0.282242,-6.324555,NA,165,18,0.2,163,17,0.2,2,1,0,0,126.7,0.2,-43.6,0.1,163.8,0.27,23.6308,12.577,25.1209,51.5875,273.6786,-32.36,114.2968,-0.19932,-1.76385,1.02593,-1.00584,-0.19329,-1.32177,66.4,-18.9,28,12.3,-47.1,10,54.1,28.2,18,1.3323,0.5367,NA,0.7068,0.7603,NA,-5.5,-49.1,1.3,-36.3,-101.9,1.3,30.78,52.77,0,17,0.3359,66.3289,233.3932,-25.0486,43.4974,-83.7554,161.0798,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,28,2.1,0,0,0,0,0,0,"B"
"7570","yes",-1.943894,11.094417,NA,0.382982,-3.54848,NA,164,18,-1.9,163,17,-1.9,1,1,0,0.1,127,0,-43.3,0,163.4,0.25,151.5576,-50.9318,5560.0571,-66.0182,448.2545,57.9239,4617.4841,-0.4703,-1.9104,-0.34005,1.02033,0.06654,-1.05599,-18.8,144,45,-88.2,-14.9,6,69.4,158.9,39,-1.2232,0.013,NA,-0.501,-0.9479,NA,22.5,-29,-1.2,-26.1,-70.7,-1.2,48.68,41.62,0,24,6.3525,111.0087,114.5249,4.2144,250.7218,-42.5261,123.5624,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,30.13689,0,0,0,0,0,0,"B"
"7607","yes",33,4.169967,NA,-5.744563,-2.433219,NA,164,18,33,163,17,33,1,1,0,0.1,126.2,0.2,-43.7,0,164,0.03,12.6534,-88.4152,6155.3945,-81.7727,10.9889,76.4709,7545.4888,0.46572,0.4947,-1.18347,0.02999,-1.0403,-0.45162,-73.1,168,44,-88.8,-175,33,15.7,343,11,-1.6372,-1.3767,NA,-0.2325,0.0951,NA,18,-34.3,-1.6,-26.8,-57.3,-1.6,44.82,22.94,0,24,5.1932,108.857,70.0163,-2.6395,258.8601,-45.1162,54.1882,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,53,9.1553,0,0,0,0,0,0,"B"
"7663","yes",1.204429,18.29625,NA,0.885915,-4.407529,NA,166,18,1.2,164,17,1.2,2,1,0,0,126,0,-44.4,0,165.2,0.19,36.198,-25.849,3347.2419,-77.019,153.4157,30.7364,2908.7533,1.08822,-1.32835,0.43998,1.37751,0.62013,-1.03646,-42.7,119,42,-89.1,-20.7,19,46.4,139.7,23,-1.627,0.3707,NA,0.1428,-1.0267,NA,12.3,-36.5,-1.6,-31.4,-95.7,-1.6,43.68,59.18,0,23,5.32,97.5389,333.9504,-9.0393,214.4785,-56.4011,259.0227,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,46,12.25377,0,0,0,0,0,0,"B"
"7686","yes",-0.5808,20.819259,NA,-0.502133,-4.683414,NA,166,18,-0.6,164,17,-0.6,2,1,0,0,126.3,0.2,-44.4,0.1,165.4,0.38,66.0305,21.7128,9.0585,19.7123,1032.3013,-12.2853,23.2059,-1.17755,0.36355,-1.37491,-0.31005,-1.11028,0.02461,63.2,-7.1,27,-39.6,-24.8,3,102.8,17.66,24,-1.856,0.1657,NA,-0.0989,-1.0352,NA,14.2,-36.8,-1.9,-26.1,-85.1,-1.9,40.28,48.32,0,18,5.222,102.5902,238.7432,-4.5779,233.3513,-51.6889,201.893,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,31,95.42738,0,0,0,0,0,0,"B"
"7738","yes",1.304637,-1.851307,NA,1.49772,-0.475418,NA,177,18,1.3,164,17,1.3,13,1,0,0.2,124.8,3.5,-45.1,2.2,166.9,12.34,51.3537,-42.5092,2165.6107,-73.2163,160.6656,40.281,2057.243,0.94379,-1.38947,0.224,1.31135,0.39271,-0.92743,-36.9,113,42,-85.9,-17.5,14,49,130.5,28,0.5905,-1.142,NA,0.8103,0.5958,NA,-9.8,-56.4,0.6,-42.4,-113.8,0.6,32.57,57.44,0,19,0.8384,58.8458,430.7195,-27.4259,44.0707,-89.2936,314.3634,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,40,13.47279,0,0,0,0,0,0,"B"
"7767","yes",5.379455,1.358975,NA,2.674649,1.077027,NA,180,19,5.4,-180,16,5.4,360,3,0,0.4,117.9,0.8,-51.4,0.6,-138.3,11928.47,67.0598,25.6229,10.5763,17.8156,1401.2788,-8.9552,31.2513,-1.09266,-0.47944,-1.37555,-0.44163,-0.67087,-0.20579,65.1,-1.9,28,-54.4,-21.9,3,119.5,19.99,25,-0.6048,-0.6901,NA,-0.6752,-0.7036,NA,20.1,-35.7,-0.6,-12,-57.5,-0.6,32.1,21.86,0,21,1.7336,112.1676,27.0291,8.0325,81.6805,-42.9683,36.0653,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,35,62.457,0,0,0,0,0,0,"B"
"7785","yes",-1.996436,-0.698398,NA,-0.33268,0.904896,NA,180,20,-2,-180,17,-2,360,3,0,1,122.2,1.3,-46.9,5.2,27.1,31183.24,36.293,17.9974,9.6392,51.4563,467.1652,-32.6658,16.958,-0.02438,-0.11279,0.77631,-1.15422,0.89298,-1.44884,68.1,-22.8,29,-0.2,-37.4,9,68.25,14.6,20,-0.9076,-1.2273,NA,0.2505,0.3335,NA,-10.1,-43,-0.9,-32.2,-106.3,-0.9,22.12,63.33,0,18,1.1579,74.6121,494.6596,-22.3797,35.2383,-76.7154,392.5656,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,32,3.19772,0,0,0,0,0,0,"B"
"7860","yes",NA,47,NA,NA,-6.855655,NA,164,18,NA,164,17,NA,0,1,NA,0,126.9,0.1,-43.6,0,164,0,70.6078,17.8681,7.0235,39.0121,640.4991,-21.0362,146.2683,-0.69067,-1.19422,-0.9831,-0.76896,-0.40733,-0.69131,66.3,-6.3,28,-15.5,-43.7,3,81.8,37.36,25,-0.7981,-1.3696,NA,0.7747,-0.1871,NA,22.4,-28.8,-0.8,-31.8,-86.2,-0.8,54.2,57.39,0,17,5.8538,97.2799,384.753,-9.9345,294.0637,-55.4149,342.5571,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,28,14.81776,0,0,0,0,0,0,"B"
"7981","yes",-1.603377,-1.585044,NA,-0.254823,-0.69593,NA,172,18,-1.6,168,17,-1.6,4,1,0,0.2,123.1,0.8,-43.6,0.5,170.2,2.67,37.0324,10.3432,30.9977,40.78,1295.5389,-43.8979,47.892,-1.34405,-0.60089,-1.375,-0.31989,-0.3534,-0.10657,84.6,-31,27,-22.6,-56.9,8,107.2,25.9,19,-1.0657,0.0903,NA,0.0495,-0.2232,NA,-19.6,-82.1,-1.1,-32.3,-99.5,-1.1,12.67,17.45,0,21,2.6494,60.0566,20.3362,-26.1256,12.8861,-89.8784,14.8458,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,15.45883,0,0,0,0,0,0,"B"
